"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","latitude","longitude","bathrooms_text","accommodates","price","minimum_nights","availability_365","review_scores_rating","instant_bookable","reviews_per_month","room_typeEntire home/apt","room_typeHotel room","room_typePrivate room","room_typeShared room","neighbourhood_group_cleansedBronx","neighbourhood_group_cleansedBrooklyn","neighbourhood_group_cleansedManhattan","neighbourhood_group_cleansedQueens","neighbourhood_group_cleansedStaten Island","price_log"
"13",5063,2,1,0.79,1,4,1,0,40.71778,-73.9568,1,4,395,30,348,4.86,0,0.06,1,0,0,0,0,1,0,0,0,5.97888576490112
"14",5035,4,1,0.99,1,2,1,1,40.68462,-73.93839,1,5,135,2,260,4.76,0,0.96,1,0,0,0,0,1,0,0,0,4.90527477843843
"15",5008,0,0,0,0,1,1,1,40.76724,-73.98664,1,2,175,30,0,4.52,0,0.38,1,0,0,0,0,0,1,0,0,5.16478597392351
"16",4998,2,0.5,0,0,1,1,1,40.81317,-73.95465,1,2,55,30,116,4.89,0,1.01,0,0,1,0,0,0,1,0,0,4.00733318523247
"17",4980,3,1,0.95,0,5,1,1,40.68294,-73.95682,1,3,82,30,263,4.68,0,0.54,0,0,1,0,0,1,0,0,0,4.40671924726425
"18",5157,3,1,0.98,0,3,1,1,40.66692,-73.98981,1,2,119,4,284,4.74,0,1.32,0,0,1,0,0,1,0,0,0,4.77912349311153
"19",4941,0,0,0,0,1,1,0,40.63702,-73.96327,1,1,150,30,0,0,0,0,0,0,1,0,0,1,0,0,0,5.01063529409626
"20",4934,2,1,0.8,1,2,1,0,40.72296,-73.98383,1,2,75,7,24,4.4,0,1.79,0,0,1,0,0,0,1,0,0,4.31748811353631
"21",4922,4,1,0.96,1,1,1,0,40.74757,-73.94571,1,4,140,3,124,4.91,0,2.23,0,0,1,0,0,0,0,1,0,4.9416424226093
"22",4922,2,1,0.78,0,4,1,1,40.67946,-73.95417,1,2,119,30,186,4.49,0,0.47,1,0,0,0,0,1,0,0,0,4.77912349311153
"23",5018,3,1,0.81,0,4,1,1,40.67144,-73.76501,1,3,75,2,363,4.14,0,0.49,0,0,1,0,0,0,0,1,0,4.31748811353631
"24",4908,3,0.97,0.96,0,3,1,1,40.68064,-73.94039,1,2,80,2,208,4.67,0,1.12,0,0,1,0,0,1,0,0,0,4.38202663467388
"25",4902,4,0.94,0.82,0,3,1,1,40.70348,-73.93621,1,2,248,1,104,4.76,0,0.92,1,0,0,0,0,1,0,0,0,5.51342874616498
"26",4901,3,1,0,0,2,1,1,40.73535,-73.95584,1,2,99,30,276,4.82,0,1.18,1,0,0,0,0,1,0,0,0,4.59511985013459
"27",5192,4,1,1,0,1,1,1,40.68777,-73.94976,1,2,70,30,326,4.55,0,0.4,0,0,1,0,0,1,0,0,0,4.24849524204936
"28",4889,3,1,0.98,0,2,1,1,40.75611,-73.99523,0.5,1,86,2,235,4.62,0,2.43,0,0,1,0,0,0,1,0,0,4.45434729625351
"29",4888,4,1,1,1,1,1,1,40.721359,-73.993668,1,3,229,2,3,4.6,0,0.29,1,0,0,0,0,0,1,0,0,5.43372200355424
"30",4887,2,1,0,0,1,1,1,40.71211,-73.96397,1,1,80,7,123,4.85,0,0.33,0,0,1,0,0,1,0,0,0,4.38202663467388
"31",4887,2,0.75,0,0,2,1,1,40.74493,-73.99521,2,4,400,30,61,5,0,0.07,1,0,0,0,0,0,1,0,0,5.99146454710798
"32",4883,2,0.9,0.49,0,4,1,1,40.77119,-73.95241,1,6,206,30,165,4.68,0,0.56,1,0,0,0,0,0,1,0,0,5.32787616878958
"33",4876,2,0.67,0.5,0,2,1,1,40.67839,-73.96642,2,8,140,30,3,4.93,0,1.08,1,0,0,0,0,1,0,0,0,4.9416424226093
"34",4876,3,1,0.14,0,2,1,0,40.69121,-73.96804,1,1,55,21,216,4.6,0,0.19,0,0,1,0,0,1,0,0,0,4.00733318523247
"35",4873,4,0.83,1,1,2,1,1,40.72489,-73.9781,1,2,138,1,224,4.77,0,4.28,0,0,1,0,0,0,1,0,0,4.92725368515721
"36",4872,3,1,0.77,0,2,1,1,40.7092,-73.96641,1,2,500,1,364,4.76,0,1.62,1,0,0,0,0,1,0,0,0,6.21460809842219
"37",5268,3,1,0.84,0,3,1,1,40.72281,-73.98501,1,1,169,1,37,4.68,0,1.26,0,0,1,0,0,0,1,0,0,5.12989871492307
"38",4866,2,1,0.95,0,1,1,1,40.8019,-73.93762,2,8,250,5,70,4.83,0,1.63,1,0,0,0,0,0,1,0,0,5.52146091786225
"39",4865,3,0.9,0.4,0,1,1,1,40.72289,-73.98028,1,2,220,30,61,4.8,0,0.36,1,0,0,0,0,0,1,0,0,5.39362754635236
"40",4854,3,0.9,0.91,0,2,1,1,40.83253,-73.94108,1,2,75,2,318,4.89,0,0.94,0,0,1,0,0,0,1,0,0,4.31748811353631
"41",4849,4,1,0,0,1,1,1,40.76967,-73.94831,1,2,200,30,365,4.41,0,1.14,0,0,1,0,0,0,1,0,0,5.29831736654804
"42",4841,4,1,1,1,1,1,1,40.74261,-74.00353,1.5,3,175,4,271,4.95,1,1.55,0,0,1,0,0,0,1,0,0,5.16478597392351
"43",4846,0,0,0,0,1,1,0,40.73808,-73.98001,1,2,95,30,0,5,0,0.01,0,0,1,0,0,0,1,0,0,4.55387689160054
"44",4837,0,0,0,0,2,1,1,40.82817,-73.95133,1,2,110,180,276,4.71,0,0.4,1,0,0,0,0,0,1,0,0,4.70048036579242
"45",4832,1,0,0,0,1,1,1,40.71802,-73.95724,1,2,105,30,191,4.49,0,0.41,1,0,0,0,0,1,0,0,0,4.65396035015752
"46",4821,0,0,0,0,1,1,1,40.70967,-73.95922,1,2,80,30,0,4.05,0,1.18,1,0,0,0,0,1,0,0,0,4.38202663467388
"47",4954,2,0.67,0.5,0,1,1,1,40.79936,-73.96155,1,2,88,30,157,4.69,0,0.57,0,0,1,0,0,0,1,0,0,4.47733681447821
"48",4812,0,0,0,0,1,1,1,40.82782,-73.9473,1,1,99,30,0,5,0,0.07,0,0,1,0,0,0,1,0,0,4.59511985013459
"49",4810,1,0,0,0,2,1,1,40.74187,-74.00223,1,2,85,30,186,4.97,0,0.25,0,0,1,0,0,0,1,0,0,4.44265125649032
"50",5141,2,0.64,0.54,0,5,1,1,40.67747,-74.00146,1,2,189,3,343,4.69,0,1.91,1,0,0,0,0,1,0,0,0,5.24174701505964
"51",4787,3,1,0.78,0,2,1,1,40.72961,-74.00308,2,4,620,7,228,4.45,0,0.45,1,0,0,0,0,0,1,0,0,6.42971947803914
"52",4779,4,1,1,1,1,1,1,40.67115,-73.98026,3,5,220,30,207,4.82,0,0.63,1,0,0,0,0,1,0,0,0,5.39362754635236
"53",4763,0,0,0,0,1,1,1,40.71649,-73.94865,1,4,83,30,0,4.62,0,0.27,1,0,0,0,0,1,0,0,0,4.4188406077966
"54",4759,4,1,1,0,1,1,1,40.8104,-73.94309,1,2,100,1,0,4.75,0,1.35,0,0,1,0,0,0,1,0,0,4.60517018598809
"55",4889,3,1,0.98,0,2,1,1,40.75603,-73.99294,0.5,1,79,2,259,4.5,0,3.05,0,0,1,0,0,0,1,0,0,4.36944785246702
"56",4954,4,1,1,1,2,1,1,40.6686,-73.98723,1,2,90,30,35,4.93,1,3.28,1,0,0,0,0,1,0,0,0,4.49980967033027
"57",4742,4,1,0,0,1,1,1,40.77839,-73.97778,1.5,4,225,30,286,4.6,0,0.21,1,0,0,0,0,0,1,0,0,5.41610040220442
"58",4735,4,1,0.97,1,1,1,1,40.82682,-73.94948,1,6,180,2,293,4.77,0,1.67,1,0,0,0,0,0,1,0,0,5.19295685089021
"59",4734,0,0,0,0,1,1,1,40.72421,-73.98509,1,3,100,30,0,4.85,0,0.18,1,0,0,0,0,0,1,0,0,4.60517018598809
"60",4728,4,1,0,0,1,1,0,40.77827,-73.94669,1,4,150,30,155,4.95,0,0.14,1,0,0,0,0,0,1,0,0,5.01063529409626
"61",4980,3,1,0.95,0,5,1,1,40.68288,-73.95646,1,2,80,30,281,4.69,0,0.49,0,0,1,0,0,1,0,0,0,4.38202663467388
"62",4723,4,1,0.99,1,1,1,1,40.68292,-73.96381,1,2,89,3,243,4.93,1,2.15,0,0,1,0,0,1,0,0,0,4.48863636973214
"63",4725,3,1,0.45,0,1,1,1,40.72314,-73.99108,1,3,185,30,233,4.76,0,0.81,1,0,0,0,0,0,1,0,0,5.22035582507832
"64",4739,4,1,0.9,1,3,1,1,40.7672,-73.98464,1,1,165,28,329,4.87,0,0.47,0,0,1,0,0,0,1,0,0,5.10594547390058
"65",4710,0,0,0,0,1,1,1,40.73405,-74.00281,1,2,120,30,0,4.71,0,0.23,1,0,0,0,0,0,1,0,0,4.78749174278205
"66",4708,0,0,0,0,1,1,1,40.6327,-73.93184,1,2,80,30,0,4.33,0,0.03,0,0,1,0,0,1,0,0,0,4.38202663467388
"67",4707,4,1,1,0,3,1,1,40.68818,-73.96383,1,2,96,2,314,4.49,1,3.47,0,0,1,0,0,1,0,0,0,4.56434819146784
"68",4740,3,1,0.57,0,3,1,1,40.68513,-73.96648,1.5,3,139,30,288,4.84,0,0.64,0,0,1,0,0,1,0,0,0,4.93447393313069
"69",4703,4,1,0,0,1,1,0,40.72741,-73.98405,1,1,160,14,0,5,0,0.03,1,0,0,0,0,0,1,0,0,5.07517381523383
"70",4698,2,1,0.76,1,1,1,1,40.71512,-73.95899,1,2,235,4,228,4.96,0,1.93,1,0,0,0,0,1,0,0,0,5.45958551414416
"71",4721,0,0,0,0,11,1,1,40.78763,-73.96862,1,2,139,120,67,5,0,0.15,1,0,0,0,0,0,1,0,0,4.93447393313069
"72",4676,2,0.91,0.75,0,1,1,1,40.79128,-73.94125,1,2,76,7,67,4.72,0,0.34,0,0,1,0,0,0,1,0,0,4.33073334028633
"73",4675,0,0,0.43,1,1,1,1,40.73271,-74.00367,1,2,175,14,152,4.91,0,0.98,1,0,0,0,0,0,1,0,0,5.16478597392351
"74",4674,2,1,0.33,0,1,1,0,40.71371,-73.96203,1,2,100,6,126,4.41,0,0.19,1,0,0,0,0,1,0,0,0,4.60517018598809
"75",4667,3,0.91,0.57,0,1,1,1,40.68442,-73.98068,2.5,13,800,3,233,4.7,0,0.27,1,0,0,0,0,1,0,0,0,6.68461172766793
"76",4664,4,1,0.96,1,2,1,1,40.70978,-73.95165,1,2,85,5,38,4.8,0,1.67,0,0,1,0,0,1,0,0,0,4.44265125649032
"77",4663,2,1,0,0,2,1,1,40.76203,-73.98869,0,2,139,30,275,4.86,0,0.31,0,0,1,0,0,0,1,0,0,4.93447393313069
"78",4753,2,1,0.33,0,1,1,1,40.74523,-73.92318,1,1,78,30,181,4.91,0,0.2,0,0,1,0,0,0,0,1,0,4.35670882668959
"79",4662,0,0,0,0,2,1,1,40.68216,-73.94594,1,4,135,30,0,4.71,0,2.35,1,0,0,0,0,1,0,0,0,4.90527477843843
"80",4651,1,0.4,0.33,0,1,1,1,40.71992,-73.99167,2,4,550,5,218,4.77,0,0.47,1,0,0,0,0,0,1,0,0,6.30991827822652
"81",5141,2,0.64,0.54,0,5,1,1,40.67813,-74.00062,1,2,175,4,313,4.62,0,1.27,1,0,0,0,0,1,0,0,0,5.16478597392351
"82",4650,2,1,1,0,1,1,1,40.64633,-74.08156,1,2,70,2,266,4.8,0,1.3,0,0,1,0,0,0,0,0,1,4.24849524204936
"83",4648,0,0,1,1,1,1,1,40.7449,-73.98499,1,2,185,30,123,5,0,0.07,1,0,0,0,0,0,1,0,0,5.22035582507832
"84",4645,4,1,0.96,0,2,1,1,40.721,-74.00971,1,6,259,30,277,4.85,0,0.41,1,0,0,0,0,0,1,0,0,5.55682806169954
"85",4654,4,0.9,0.67,0,2,1,1,40.69287,-73.97108,1,2,110,30,335,4.69,0,1.63,0,0,1,0,0,1,0,0,0,4.70048036579242
"86",4643,1,0.1,0,0,3,1,1,40.73737,-74.00437,1,2,170,30,132,4.75,0,0.61,1,0,0,0,0,0,1,0,0,5.13579843705026
"87",4638,3,1,0.64,0,1,1,1,40.70894,-73.95234,1,2,104,30,122,4.64,0,0.88,1,0,0,0,0,1,0,0,0,4.64439089914137
"88",4634,0,0,0,0,1,1,0,40.82569,-73.93842,1,4,100,30,0,4.78,0,0.4,1,0,0,0,0,0,1,0,0,4.60517018598809
"89",4857,4,1,1,1,3,1,1,40.68834,-73.97578,1.5,2,65,2,153,4.9,1,2.22,0,0,1,0,0,1,0,0,0,4.17438726989564
"90",4632,4,1,0.2,1,5,1,1,40.70309,-73.89963,2.5,16,395,30,358,4.42,0,0.1,1,0,0,0,0,0,0,1,0,5.97888576490112
"91",4632,0,0,0,0,1,1,0,40.80635,-73.92201,1,1,60,30,83,0,1,0,0,0,1,0,1,0,0,0,0,4.0943445622221
"92",4290,3,1,0.8,0,0,1,1,40.8063,-73.95985,1,2,75,31,145,4.66,0,0.96,0,0,1,0,0,0,1,0,0,4.31748811353631
"93",4626,4,1,1,0,0,1,1,40.68022,-73.97457,1,2,120,3,267,4.7,0,0.41,0,0,1,0,0,1,0,0,0,4.78749174278205
"94",4980,3,1,0.95,0,5,1,1,40.6829,-73.95701,2,3,90,30,155,4.36,0,0.17,0,0,1,0,0,1,0,0,0,4.49980967033027
"95",5157,3,1,0.98,0,3,1,1,40.66913,-73.99041,1,4,162,5,265,4.83,0,1.52,1,0,0,0,0,1,0,0,0,5.08759633523238
"96",4602,0,0,0,0,2,1,1,40.77449,-73.95308,1,1,130,14,0,0,0,0,0,0,1,0,0,0,1,0,0,4.86753445045558
"97",5018,3,1,0.81,0,4,1,1,40.67144,-73.76501,1,2,65,30,328,4.42,0,0.37,0,0,1,0,0,0,0,1,0,4.17438726989564
"98",4594,4,1,0.98,1,1,1,1,40.77868,-73.90652,1,4,150,4,38,4.97,0,0.22,1,0,0,0,0,0,0,1,0,5.01063529409626
"99",4632,4,1,0.2,1,5,1,1,40.71567,-73.87842,1,4,107,30,339,4.34,0,0.23,1,0,0,0,0,0,0,1,0,4.67282883446191
"100",4632,4,1,0.2,1,5,1,1,40.70422,-73.89778,1,7,193,30,358,4,0,0.05,1,0,0,0,0,0,0,1,0,5.26269018890489
"101",4632,4,1,0.2,1,5,1,1,40.71778,-73.87714,2,12,350,30,317,4.71,0,0.12,1,0,0,0,0,0,0,1,0,5.85793315448346
"102",4583,1,0,0,0,1,1,1,40.80255,-73.95803,1,2,200,30,365,0,0,0,0,0,1,0,0,0,1,0,0,5.29831736654804
"103",4626,4,1,1,0,0,1,1,40.67908,-73.97405,2,2,80,2,310,4.71,0,0.89,0,0,1,0,0,1,0,0,0,4.38202663467388
"104",5018,3,1,0.81,0,4,1,1,40.67144,-73.76501,1,2,65,30,0,4.35,0,0.44,0,0,1,0,0,0,0,1,0,4.17438726989564
"105",4578,4,1,0.99,1,1,1,1,40.79934,-73.94236,1,2,100,5,174,4.86,1,1.82,0,0,1,0,0,0,1,0,0,4.60517018598809
"106",4716,2,1,0.73,0,0,1,1,40.71311,-73.9506,1,4,235,3,36,5,0,0.14,1,0,0,0,0,1,0,0,0,5.45958551414416
"107",4664,4,1,0.96,1,2,1,1,40.71065,-73.95087,1,1,95,5,32,4.82,0,0.86,0,0,1,0,0,1,0,0,0,4.55387689160054
"108",4570,0,0,1,0,1,1,1,40.68701,-73.97555,1,1,85,3,0,4.79,1,0.27,0,0,1,0,0,1,0,0,0,4.44265125649032
"109",4581,3,1,0.87,0,5,1,1,40.81201,-73.94452,1,2,74,3,43,4.65,0,1.62,0,0,1,0,0,0,1,0,0,4.30406509320417
"110",4562,4,1,1,1,14,1,0,40.772472,-73.906075,1,2,150,3,290,4.83,0,0.62,1,0,0,0,0,0,0,1,0,5.01063529409626
"111",4558,4,1,0.89,1,1,1,1,40.76505,-73.98716,1,4,250,3,4,4.82,0,0.88,1,0,0,0,0,0,1,0,0,5.52146091786225
"112",4557,3,1,0.84,1,1,1,1,40.74166,-73.9866,1,2,330,2,160,4.98,0,1.2,1,0,0,0,0,0,1,0,0,5.79909265446053
"113",4556,4,1,0.98,1,2,1,1,40.80747,-73.94076,1,2,160,3,178,4.87,0,2.31,1,0,0,0,0,0,1,0,0,5.07517381523383
"114",4554,4,1,0.96,1,2,1,1,40.8238,-73.94444,1.5,2,60,1,178,4.7,0,4.47,0,0,1,0,0,0,1,0,0,4.0943445622221
"115",4554,0,0,0,0,1,1,0,40.65912,-73.9842,1,4,139,2,246,4.72,0,0.21,0,0,1,0,0,1,0,0,0,4.93447393313069
"116",4547,3,1,1,0,1,1,1,40.71946,-73.98641,1,2,180,30,343,4.65,0,0.41,1,0,0,0,0,0,1,0,0,5.19295685089021
"117",4632,4,1,0.2,1,5,1,1,40.70271,-73.8993,1,9,196,30,358,5,0,0.02,1,0,0,0,0,0,0,1,0,5.27811465923052
"118",4650,2,0.9,0.49,1,0,1,1,40.7178,-73.9932,1,5,300,7,7,4.78,0,0.34,1,0,0,0,0,0,1,0,0,5.7037824746562
"119",4540,4,0.9,1,0,1,1,1,40.72012,-74.00397,1,6,608,30,295,4.38,1,0.83,1,0,0,0,0,0,1,0,0,6.41017488196617
"120",4721,3,1,1,0,0,1,1,40.7253,-73.98028,1,2,195,45,18,4.79,0,0.27,1,0,0,0,0,0,1,0,0,5.27299955856375
"121",4776,0,0,0,0,0,1,1,40.73072,-73.99275,1,3,250,30,0,4.88,0,0.07,1,0,0,0,0,0,1,0,0,5.52146091786225
"122",4581,3,1,0.87,0,5,1,1,40.81006,-73.94559,1.5,2,111,3,32,4.72,0,1.63,0,0,1,0,0,0,1,0,0,4.70953020131233
"123",4588,0,0,0,0,1,1,0,40.81562,-73.94674,1,2,125,30,0,5,0,0.07,0,0,1,0,0,0,1,0,0,4.8283137373023
"124",4537,4,1,0.96,1,3,1,1,40.72598,-73.97978,1,6,160,30,314,4.53,1,1.17,1,0,0,0,0,0,1,0,0,5.07517381523383
"125",4537,0,0,0,0,1,1,1,40.79918,-73.96248,1,6,211,30,0,5,0,0.03,1,0,0,0,0,0,1,0,0,5.35185813347607
"126",5047,0,0,0,0,1,1,0,40.75743,-73.96825,1,3,110,200,0,4.23,0,0.67,1,0,0,0,0,0,1,0,0,4.70048036579242
"127",4528,2,0.9,0.33,0,1,1,1,40.72825,-73.98959,1,2,130,30,153,4.82,0,0.46,1,0,0,0,0,0,1,0,0,4.86753445045558
"128",4526,3,0.9,0.62,1,0,1,1,40.72297,-73.98265,1,3,175,4,213,4.3,0,1.48,1,0,0,0,0,0,1,0,0,5.16478597392351
"129",4526,3,0.93,0.88,1,3,1,1,40.72967,-73.95352,2,4,285,3,54,4.78,0,1.07,1,0,0,0,0,1,0,0,0,5.65248918026865
"130",4535,4,1,0.67,0,7,1,1,40.81161,-73.85499,1,3,89,30,16,0,0,0,0,0,1,0,1,0,0,0,0,4.48863636973214
"131",4522,3,1,0.87,1,5,1,0,40.881,-73.83511,1,2,101,2,335,4.92,0,0.46,1,0,0,0,1,0,0,0,0,4.61512051684126
"132",4662,0,0,0,0,2,1,1,40.68253,-73.94295,1,2,135,30,0,4.59,0,1.93,1,0,0,0,0,1,0,0,0,4.90527477843843
"133",4526,3,0.9,0.62,1,0,1,1,40.72219,-73.98245,2,4,390,7,63,4.37,0,1.1,1,0,0,0,0,0,1,0,0,5.96614673912369
"134",4520,2,1,0.5,0,6,1,1,40.70705,-73.95489,1,1,55,30,308,4.92,0,0.1,0,0,1,0,0,1,0,0,0,4.00733318523247
"135",4693,0,0,0,0,1,1,1,40.72863,-73.9842,1,2,200,30,0,0,0,0,1,0,0,0,0,0,1,0,0,5.29831736654804
"136",4519,4,1,1,0,1,1,1,40.67582,-73.94316,1,2,100,3,246,4.79,0,2.21,0,0,1,0,0,1,0,0,0,4.60517018598809
"137",4518,0,0,0.5,0,1,1,1,40.67634,-73.95143,1,2,75,30,242,4.82,1,0.32,0,0,1,0,0,1,0,0,0,4.31748811353631
"138",4518,3,1,1,1,2,1,0,40.67579,-73.95072,1,3,60,30,274,4.78,0,1.83,0,0,1,0,0,1,0,0,0,4.0943445622221
"139",4934,2,1,0.8,1,2,1,0,40.72497,-73.98356,1,2,75,7,31,4.57,0,1.67,0,0,1,0,0,0,1,0,0,4.31748811353631
"140",4513,0,0,0,0,1,1,0,40.68305,-73.95195,1.5,3,75,5,68,4.92,0,0.48,0,0,1,0,0,1,0,0,0,4.31748811353631
"141",4517,4,1,0.74,1,3,1,1,40.72021,-73.99426,1,7,399,1,345,5,0,0.05,1,0,0,0,0,0,1,0,0,5.98896141688986
"142",4511,0,0,0,0,1,1,1,40.7106,-73.95178,1,2,85,10,0,4.67,0,0.41,1,0,0,0,0,1,0,0,0,4.44265125649032
"143",4511,3,0.9,0.57,0,0,1,1,40.70797,-73.94792,1,3,106,30,58,4.52,0,1.16,1,0,0,0,0,1,0,0,0,4.66343909411207
"144",4509,0,0,0,0,1,1,1,40.82899,-73.94345,1,1,75,3,149,4.9,0,0.18,0,0,1,0,0,0,1,0,0,4.31748811353631
"145",4508,0,0,0,0,1,1,0,40.68028,-73.99328,1,4,190,30,233,4.87,0,0.55,1,0,0,0,0,1,0,0,0,5.24702407216049
"146",4506,3,1,0.95,1,2,1,1,40.72547,-73.98619,1,2,372,3,71,4.92,0,1.58,1,0,0,0,0,0,1,0,0,5.91889385427315
"147",4517,4,1,0.74,1,3,1,1,40.72036,-73.99435,1,7,442,1,345,4.86,0,1.4,1,0,0,0,0,0,1,0,0,6.0913098820777
"148",4501,2,0.94,0.96,1,2,1,1,40.67548,-73.98315,1,4,186,2,190,4.82,0,1.93,1,0,0,0,0,1,0,0,0,5.2257466737132
"149",4499,4,1,0.93,1,2,1,1,40.68088,-73.99102,1,3,210,2,221,4.99,0,1.47,1,0,0,0,0,1,0,0,0,5.34710753071747
"150",4771,4,1,1,0,1,1,1,40.79544,-73.94836,1,2,115,28,35,4.85,1,0.35,1,0,0,0,0,0,1,0,0,4.74493212836325
"151",4498,2,1,0.75,1,1,1,1,40.71516,-73.96448,1,4,130,30,61,4.89,0,0.54,1,0,0,0,0,1,0,0,0,4.86753445045558
"152",4495,0,0,0,0,1,1,1,40.80332,-73.95741,1,2,122,30,95,4.79,0,0.77,0,0,1,0,0,0,1,0,0,4.80402104473326
"153",4857,0,0,0,0,0,1,1,40.76336,-73.92099,0,1,55,30,0,0,0,0,0,0,1,0,0,0,0,1,0,4.00733318523247
"154",4486,2,1,0.75,0,1,1,1,40.78846,-73.97459,1,2,215,15,243,4.97,0,0.26,1,0,0,0,0,0,1,0,0,5.37063802812766
"155",4485,3,1,0,0,1,1,1,40.73094,-73.95484,1,2,100,30,157,4.86,0,0.07,0,0,1,0,0,1,0,0,0,4.60517018598809
"156",4549,3,1,0.94,1,2,1,1,40.72,-73.99487,1,6,596,2,9,4.86,0,1.66,1,0,0,0,0,0,1,0,0,6.39024066706535
"157",4478,2,0.6,0.85,0,2,1,1,40.77845,-73.98295,1,2,160,30,27,4.84,0,0.47,1,0,0,0,0,0,1,0,0,5.07517381523383
"158",4680,3,0.9,0.78,0,1,1,1,40.70494,-73.91982,1,2,100,3,256,4.77,0,0.48,0,0,1,0,0,1,0,0,0,4.60517018598809
"159",4471,4,1,1,0,2,1,1,40.83403,-73.93951,1,5,332,4,313,4.97,1,0.33,1,0,0,0,0,0,1,0,0,5.80513496891649
"160",4470,3,1,0.83,0,1,1,1,40.7159,-73.99156,1,2,150,28,1,4.83,0,0.42,1,0,0,0,0,0,1,0,0,5.01063529409626
"161",4469,3,1,0.71,1,2,1,1,40.72997,-74.00196,1,2,200,30,91,4.83,0,0.36,1,0,0,0,0,0,1,0,0,5.29831736654804
"162",4469,0,0,0,0,2,1,1,40.72919,-73.95588,1,4,229,1,0,4.98,0,0.37,1,0,0,0,0,1,0,0,0,5.43372200355424
"163",4466,4,1,1,0,2,1,1,40.87069,-73.90113,1,2,90,30,186,4.46,0,0.28,1,0,0,0,1,0,0,0,0,4.49980967033027
"164",4464,0,0,0,0,1,1,1,40.77743,-73.97691,1,2,110,30,0,4.51,0,0.28,1,0,0,0,0,0,1,0,0,4.70048036579242
"165",4487,0,0,1,0,1,1,1,40.72744,-73.953,1,1,85,10,0,4.52,0,0.3,0,0,1,0,0,1,0,0,0,4.44265125649032
"166",4496,1,0.3,0.54,0,2,1,1,40.80834,-73.94075,1,3,80,30,309,4.03,0,0.28,1,0,0,0,0,0,1,0,0,4.38202663467388
"167",4451,0,0,0,0,3,1,0,40.75523,-73.99792,0,5,299,30,123,4.84,0,0.38,1,0,0,0,0,0,1,0,0,5.70044357339069
"168",4570,4,1,0.97,1,1,1,1,40.77507,-73.93367,1,3,119,7,258,4.67,0,1.76,1,0,0,0,0,0,0,1,0,4.77912349311153
"169",4449,2,1,0,0,0,0,0,40.80874,-73.94926,1,5,149,30,63,4.67,0,0.35,1,0,0,0,0,0,1,0,0,5.00394630594546
"170",4449,0,0,0,0,1,1,0,40.72364,-73.95013,1,3,75,30,0,4.67,0,0.02,1,0,0,0,0,1,0,0,0,4.31748811353631
"171",4445,2,1,0.97,0,1,1,1,40.71911,-73.98588,1,3,160,3,182,4.81,0,2.45,1,0,0,0,0,0,1,0,0,5.07517381523383
"172",4437,3,0.7,0.11,0,3,1,1,40.71407,-73.96657,1,2,100,28,338,5,0,0.02,0,0,1,0,0,1,0,0,0,4.60517018598809
